# Chloride, dissolved.tons/day.Mean.comp.ref@441624088045601.EntireRecord.csv generated at 2017-07-19 03:59:20 (UTC+00:00) by AQUARIUS 17.1.115.0
# 
# Time series identifier: Chloride, dissolved.tons/day.Mean.comp.ref@441624088045601
# Location: GLRI EAST RIVER WATERWAY NUMBER 1 NR GREENLEAF, WI
# UTC offset: (UTC-06:00)
# Value units: tons/day
# Value parameter: Chloride, dissolved
# Interpolation type: Preceding Constant
# Time series type: Basic
# 
# Export options: Corrected signal from Beginning of Record to End of Record
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC, Timestamp (UTC-06:00), Value, Approval Level, Grade, Qualifiers
2011-12-29T06:00:00Z, 2011-12-29 00:00:00.000, 0, Admin Read-Only, 50, 
2011-12-30T06:00:00Z, 2011-12-30 00:00:00.000, 0, Admin Read-Only, 50, 
2011-12-31T06:00:00Z, 2011-12-31 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-01T06:00:00Z, 2012-01-01 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-02T06:00:00Z, 2012-01-02 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-03T06:00:00Z, 2012-01-03 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-04T06:00:00Z, 2012-01-04 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-05T06:00:00Z, 2012-01-05 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-06T06:00:00Z, 2012-01-06 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-07T06:00:00Z, 2012-01-07 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-08T06:00:00Z, 2012-01-08 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-09T06:00:00Z, 2012-01-09 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-10T06:00:00Z, 2012-01-10 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-11T06:00:00Z, 2012-01-11 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-12T06:00:00Z, 2012-01-12 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-13T06:00:00Z, 2012-01-13 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-14T06:00:00Z, 2012-01-14 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-15T06:00:00Z, 2012-01-15 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-16T06:00:00Z, 2012-01-16 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-17T06:00:00Z, 2012-01-17 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-18T06:00:00Z, 2012-01-18 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-19T06:00:00Z, 2012-01-19 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-20T06:00:00Z, 2012-01-20 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-21T06:00:00Z, 2012-01-21 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-22T06:00:00Z, 2012-01-22 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-23T06:00:00Z, 2012-01-23 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-24T06:00:00Z, 2012-01-24 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-25T06:00:00Z, 2012-01-25 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-26T06:00:00Z, 2012-01-26 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-27T06:00:00Z, 2012-01-27 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-28T06:00:00Z, 2012-01-28 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-29T06:00:00Z, 2012-01-29 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-30T06:00:00Z, 2012-01-30 00:00:00.000, 0, Admin Read-Only, 50, 
2012-01-31T06:00:00Z, 2012-01-31 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-01T06:00:00Z, 2012-02-01 00:00:00.000, 0.00065, Admin Read-Only, 50, 
2012-02-02T06:00:00Z, 2012-02-02 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-03T06:00:00Z, 2012-02-03 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-04T06:00:00Z, 2012-02-04 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-05T06:00:00Z, 2012-02-05 00:00:00.000, 2E-05, Admin Read-Only, 50, 
2012-02-06T06:00:00Z, 2012-02-06 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-07T06:00:00Z, 2012-02-07 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-08T06:00:00Z, 2012-02-08 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-09T06:00:00Z, 2012-02-09 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-10T06:00:00Z, 2012-02-10 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-11T06:00:00Z, 2012-02-11 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-12T06:00:00Z, 2012-02-12 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-13T06:00:00Z, 2012-02-13 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-14T06:00:00Z, 2012-02-14 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-15T06:00:00Z, 2012-02-15 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-16T06:00:00Z, 2012-02-16 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-17T06:00:00Z, 2012-02-17 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-18T06:00:00Z, 2012-02-18 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-19T06:00:00Z, 2012-02-19 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-20T06:00:00Z, 2012-02-20 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-21T06:00:00Z, 2012-02-21 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-22T06:00:00Z, 2012-02-22 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-23T06:00:00Z, 2012-02-23 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-24T06:00:00Z, 2012-02-24 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-25T06:00:00Z, 2012-02-25 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-26T06:00:00Z, 2012-02-26 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-27T06:00:00Z, 2012-02-27 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-28T06:00:00Z, 2012-02-28 00:00:00.000, 0, Admin Read-Only, 50, 
2012-02-29T06:00:00Z, 2012-02-29 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-01T06:00:00Z, 2012-03-01 00:00:00.000, 0.00043, Admin Read-Only, 50, 
2012-03-02T06:00:00Z, 2012-03-02 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-03T06:00:00Z, 2012-03-03 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-04T06:00:00Z, 2012-03-04 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-05T06:00:00Z, 2012-03-05 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-06T06:00:00Z, 2012-03-06 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-07T06:00:00Z, 2012-03-07 00:00:00.000, 0.00024, Admin Read-Only, 50, 
2012-03-08T06:00:00Z, 2012-03-08 00:00:00.000, 0.00342, Admin Read-Only, 50, 
2012-03-09T06:00:00Z, 2012-03-09 00:00:00.000, 0.00022, Admin Read-Only, 50, 
2012-03-10T06:00:00Z, 2012-03-10 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-11T06:00:00Z, 2012-03-11 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-12T06:00:00Z, 2012-03-12 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-13T06:00:00Z, 2012-03-13 00:00:00.000, 0.00425, Admin Read-Only, 50, 
2012-03-14T06:00:00Z, 2012-03-14 00:00:00.000, 0.0001, Admin Read-Only, 50, 
2012-03-15T06:00:00Z, 2012-03-15 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-16T06:00:00Z, 2012-03-16 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-17T06:00:00Z, 2012-03-17 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-18T06:00:00Z, 2012-03-18 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-19T06:00:00Z, 2012-03-19 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-20T06:00:00Z, 2012-03-20 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-21T06:00:00Z, 2012-03-21 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-22T06:00:00Z, 2012-03-22 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-23T06:00:00Z, 2012-03-23 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-24T06:00:00Z, 2012-03-24 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-25T06:00:00Z, 2012-03-25 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-26T06:00:00Z, 2012-03-26 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-27T06:00:00Z, 2012-03-27 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-28T06:00:00Z, 2012-03-28 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-29T06:00:00Z, 2012-03-29 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-30T06:00:00Z, 2012-03-30 00:00:00.000, 0, Admin Read-Only, 50, 
2012-03-31T06:00:00Z, 2012-03-31 00:00:00.000, 8E-05, Admin Read-Only, 50, 
2012-04-01T06:00:00Z, 2012-04-01 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-02T06:00:00Z, 2012-04-02 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-03T06:00:00Z, 2012-04-03 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-04T06:00:00Z, 2012-04-04 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-05T06:00:00Z, 2012-04-05 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-06T06:00:00Z, 2012-04-06 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-07T06:00:00Z, 2012-04-07 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-08T06:00:00Z, 2012-04-08 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-09T06:00:00Z, 2012-04-09 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-10T06:00:00Z, 2012-04-10 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-11T06:00:00Z, 2012-04-11 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-12T06:00:00Z, 2012-04-12 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-13T06:00:00Z, 2012-04-13 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-14T06:00:00Z, 2012-04-14 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-15T06:00:00Z, 2012-04-15 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-16T06:00:00Z, 2012-04-16 00:00:00.000, 7E-05, Admin Read-Only, 50, 
2012-04-17T06:00:00Z, 2012-04-17 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-18T06:00:00Z, 2012-04-18 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-19T06:00:00Z, 2012-04-19 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-20T06:00:00Z, 2012-04-20 00:00:00.000, 0.00124, Admin Read-Only, 50, 
2012-04-21T06:00:00Z, 2012-04-21 00:00:00.000, 0.00755, Admin Read-Only, 50, 
2012-04-22T06:00:00Z, 2012-04-22 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-23T06:00:00Z, 2012-04-23 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-24T06:00:00Z, 2012-04-24 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-25T06:00:00Z, 2012-04-25 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-26T06:00:00Z, 2012-04-26 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-27T06:00:00Z, 2012-04-27 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-28T06:00:00Z, 2012-04-28 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-29T06:00:00Z, 2012-04-29 00:00:00.000, 0, Admin Read-Only, 50, 
2012-04-30T06:00:00Z, 2012-04-30 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-01T06:00:00Z, 2012-05-01 00:00:00.000, 1E-05, Admin Read-Only, 50, 
2012-05-02T06:00:00Z, 2012-05-02 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-03T06:00:00Z, 2012-05-03 00:00:00.000, 0.00021, Admin Read-Only, 50, 
2012-05-04T06:00:00Z, 2012-05-04 00:00:00.000, 0.01517, Admin Read-Only, 50, 
2012-05-05T06:00:00Z, 2012-05-05 00:00:00.000, 0.0001, Admin Read-Only, 50, 
2012-05-06T06:00:00Z, 2012-05-06 00:00:00.000, 2E-05, Admin Read-Only, 50, 
2012-05-07T06:00:00Z, 2012-05-07 00:00:00.000, 0.00535, Admin Read-Only, 50, 
2012-05-08T06:00:00Z, 2012-05-08 00:00:00.000, 0.00067, Admin Read-Only, 50, 
2012-05-09T06:00:00Z, 2012-05-09 00:00:00.000, 1E-05, Admin Read-Only, 50, 
2012-05-10T06:00:00Z, 2012-05-10 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-11T06:00:00Z, 2012-05-11 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-12T06:00:00Z, 2012-05-12 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-13T06:00:00Z, 2012-05-13 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-14T06:00:00Z, 2012-05-14 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-15T06:00:00Z, 2012-05-15 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-16T06:00:00Z, 2012-05-16 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-17T06:00:00Z, 2012-05-17 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-18T06:00:00Z, 2012-05-18 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-19T06:00:00Z, 2012-05-19 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-20T06:00:00Z, 2012-05-20 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-21T06:00:00Z, 2012-05-21 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-22T06:00:00Z, 2012-05-22 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-23T06:00:00Z, 2012-05-23 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-24T06:00:00Z, 2012-05-24 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-25T06:00:00Z, 2012-05-25 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-26T06:00:00Z, 2012-05-26 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-27T06:00:00Z, 2012-05-27 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-28T06:00:00Z, 2012-05-28 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-29T06:00:00Z, 2012-05-29 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-30T06:00:00Z, 2012-05-30 00:00:00.000, 0, Admin Read-Only, 50, 
2012-05-31T06:00:00Z, 2012-05-31 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-01T06:00:00Z, 2012-06-01 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-02T06:00:00Z, 2012-06-02 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-03T06:00:00Z, 2012-06-03 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-04T06:00:00Z, 2012-06-04 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-05T06:00:00Z, 2012-06-05 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-06T06:00:00Z, 2012-06-06 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-07T06:00:00Z, 2012-06-07 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-08T06:00:00Z, 2012-06-08 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-09T06:00:00Z, 2012-06-09 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-10T06:00:00Z, 2012-06-10 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-11T06:00:00Z, 2012-06-11 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-12T06:00:00Z, 2012-06-12 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-13T06:00:00Z, 2012-06-13 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-14T06:00:00Z, 2012-06-14 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-15T06:00:00Z, 2012-06-15 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-16T06:00:00Z, 2012-06-16 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-17T06:00:00Z, 2012-06-17 00:00:00.000, 6E-05, Admin Read-Only, 50, 
2012-06-18T06:00:00Z, 2012-06-18 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-19T06:00:00Z, 2012-06-19 00:00:00.000, 0.01377, Admin Read-Only, 50, 
2012-06-20T06:00:00Z, 2012-06-20 00:00:00.000, 0.00272, Admin Read-Only, 50, 
2012-06-21T06:00:00Z, 2012-06-21 00:00:00.000, 0.00037, Admin Read-Only, 50, 
2012-06-22T06:00:00Z, 2012-06-22 00:00:00.000, 0.00046, Admin Read-Only, 50, 
2012-06-23T06:00:00Z, 2012-06-23 00:00:00.000, 0.00052, Admin Read-Only, 50, 
2012-06-24T06:00:00Z, 2012-06-24 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-25T06:00:00Z, 2012-06-25 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-26T06:00:00Z, 2012-06-26 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-27T06:00:00Z, 2012-06-27 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-28T06:00:00Z, 2012-06-28 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-29T06:00:00Z, 2012-06-29 00:00:00.000, 0, Admin Read-Only, 50, 
2012-06-30T06:00:00Z, 2012-06-30 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-01T06:00:00Z, 2012-07-01 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-02T06:00:00Z, 2012-07-02 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-03T06:00:00Z, 2012-07-03 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-04T06:00:00Z, 2012-07-04 00:00:00.000, 0.00017, Admin Read-Only, 50, 
2012-07-05T06:00:00Z, 2012-07-05 00:00:00.000, 4E-05, Admin Read-Only, 50, 
2012-07-06T06:00:00Z, 2012-07-06 00:00:00.000, 6E-05, Admin Read-Only, 50, 
2012-07-07T06:00:00Z, 2012-07-07 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-08T06:00:00Z, 2012-07-08 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-09T06:00:00Z, 2012-07-09 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-10T06:00:00Z, 2012-07-10 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-11T06:00:00Z, 2012-07-11 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-12T06:00:00Z, 2012-07-12 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-13T06:00:00Z, 2012-07-13 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-14T06:00:00Z, 2012-07-14 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-15T06:00:00Z, 2012-07-15 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-16T06:00:00Z, 2012-07-16 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-17T06:00:00Z, 2012-07-17 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-18T06:00:00Z, 2012-07-18 00:00:00.000, 0.00054, Admin Read-Only, 50, 
2012-07-19T06:00:00Z, 2012-07-19 00:00:00.000, 7E-05, Admin Read-Only, 50, 
2012-07-20T06:00:00Z, 2012-07-20 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-21T06:00:00Z, 2012-07-21 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-22T06:00:00Z, 2012-07-22 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-23T06:00:00Z, 2012-07-23 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-24T06:00:00Z, 2012-07-24 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-25T06:00:00Z, 2012-07-25 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-26T06:00:00Z, 2012-07-26 00:00:00.000, 0.00207, Admin Read-Only, 50, 
2012-07-27T06:00:00Z, 2012-07-27 00:00:00.000, 0.00216, Admin Read-Only, 50, 
2012-07-28T06:00:00Z, 2012-07-28 00:00:00.000, 0.00164, Admin Read-Only, 50, 
2012-07-29T06:00:00Z, 2012-07-29 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-30T06:00:00Z, 2012-07-30 00:00:00.000, 0, Admin Read-Only, 50, 
2012-07-31T06:00:00Z, 2012-07-31 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-01T06:00:00Z, 2012-08-01 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-02T06:00:00Z, 2012-08-02 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-03T06:00:00Z, 2012-08-03 00:00:00.000, 0.0001, Admin Read-Only, 50, 
2012-08-04T06:00:00Z, 2012-08-04 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-05T06:00:00Z, 2012-08-05 00:00:00.000, 0.00061, Admin Read-Only, 50, 
2012-08-06T06:00:00Z, 2012-08-06 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-07T06:00:00Z, 2012-08-07 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-08T06:00:00Z, 2012-08-08 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-09T06:00:00Z, 2012-08-09 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-10T06:00:00Z, 2012-08-10 00:00:00.000, 0.0077, Admin Read-Only, 50, 
2012-08-11T06:00:00Z, 2012-08-11 00:00:00.000, 0.00179, Admin Read-Only, 50, 
2012-08-12T06:00:00Z, 2012-08-12 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-13T06:00:00Z, 2012-08-13 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-14T06:00:00Z, 2012-08-14 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-15T06:00:00Z, 2012-08-15 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-16T06:00:00Z, 2012-08-16 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-17T06:00:00Z, 2012-08-17 00:00:00.000, 0.00011, Admin Read-Only, 50, 
2012-08-18T06:00:00Z, 2012-08-18 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-19T06:00:00Z, 2012-08-19 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-20T06:00:00Z, 2012-08-20 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-21T06:00:00Z, 2012-08-21 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-22T06:00:00Z, 2012-08-22 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-23T06:00:00Z, 2012-08-23 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-24T06:00:00Z, 2012-08-24 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-25T06:00:00Z, 2012-08-25 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-26T06:00:00Z, 2012-08-26 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-27T06:00:00Z, 2012-08-27 00:00:00.000, 1E-05, Admin Read-Only, 50, 
2012-08-28T06:00:00Z, 2012-08-28 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-29T06:00:00Z, 2012-08-29 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-30T06:00:00Z, 2012-08-30 00:00:00.000, 0, Admin Read-Only, 50, 
2012-08-31T06:00:00Z, 2012-08-31 00:00:00.000, 0, Admin Read-Only, 50, 
2012-09-01T06:00:00Z, 2012-09-01 00:00:00.000, 0, Admin Read-Only, 50, 
2012-09-02T06:00:00Z, 2012-09-02 00:00:00.000, 0, Admin Read-Only, 50, 
2012-09-03T06:00:00Z, 2012-09-03 00:00:00.000, 0, Admin Read-Only, 50, 
2012-09-04T06:00:00Z, 2012-09-04 00:00:00.000, 0, Admin Read-Only, 50, 
2012-09-05T06:00:00Z, 2012-09-05 00:00:00.000, 0, Admin Read-Only, 50, 
2012-09-06T06:00:00Z, 2012-09-06 00:00:00.000, 0, Admin Read-Only, 50, 
2012-09-07T06:00:00Z, 2012-09-07 00:00:00.000, 0, Admin Read-Only, 50, 
2012-09-08T06:00:00Z, 2012-09-08 00:00:00.000, 0, Admin Read-Only, 50, 
